Temperature,Humidity,HeartRate,AccelX,AccelY,AccelZ,HealthStatus
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.9,0
31.8,31.0,80.0,-0.04,-0.58,-0.91,0
31.8,31.0,80.0,-0.05,-0.58,-0.91,0
32.0,31.0,80.0,-0.05,-0.58,-0.91,0
32.3,31.0,80.0,-0.05,-0.57,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.92,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.57,-0.9,1
32.3,31.0,80.0,-0.04,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.9,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.91,1
32.3,31.0,80.0,-0.04,-0.58,-0.91,1
32.3,31.0,80.0,-0.05,-0.58,-0.91,1
,31.0,80.0,0.04,-0.72,-0.79,0
,31.0,80.0,0.01,-0.75,-0.76,0
,31.0,80.0,-0.07,-0.69,-0.82,0
,31.0,80.0,-0.06,-0.68,-0.83,0
32.3,30.0,80.0,-0.09,-0.64,-0.86,1
32.3,31.0,80.0,-0.06,-0.65,-0.85,1
32.3,31.0,80.0,-0.05,-0.66,-0.85,1
32.3,31.0,80.0,-0.06,-0.66,-0.86,1
32.3,31.0,80.0,-0.05,-0.65,-0.85,1
32.3,31.0,80.0,-0.06,-0.66,-0.85,1
32.3,31.0,80.0,-0.06,-0.66,-0.85,1
32.3,31.0,80.0,-0.05,-0.66,-0.84,1
,31.0,80.0,0.6,0.03,-0.86,1
,31.0,80.0,0.6,0.0,-0.88,1
,31.0,80.0,0.5,-0.03,-0.96,1
,31.0,80.0,0.05,-0.14,-1.08,0
31.8,31.0,80.0,-0.05,-0.47,-0.98,0
,31.0,80.0,-0.03,-0.53,-0.94,0
31.8,31.0,80.0,-0.03,-0.53,-0.94,0
31.8,31.0,80.0,-0.03,-0.53,-0.94,0
31.8,31.0,80.0,-0.04,-0.54,-0.94,0
31.8,31.0,80.0,-0.03,-0.54,-0.94,0
31.8,31.0,80.0,-0.03,-0.54,-0.93,0
31.3,31.0,80.0,-0.02,-0.54,-0.94,0
31.3,31.0,80.0,-0.03,-0.53,-0.93,0
,31.0,80.0,-0.03,-0.53,-0.94,0
31.3,31.0,80.0,-0.05,-0.63,-0.86,0
31.3,31.0,80.0,-0.05,-0.63,-0.87,0
31.3,32.0,80.0,-0.05,-0.63,-0.87,0
31.3,31.0,80.0,-0.06,-0.64,-0.87,0
31.3,30.0,80.0,-0.06,-0.63,-0.86,0
31.3,31.0,80.0,-0.06,-0.64,-0.87,0
31.3,31.0,80.0,-0.05,-0.64,-0.86,0
31.3,31.0,80.0,-0.05,-0.64,-0.87,0
31.3,32.0,80.0,-0.05,-0.63,-0.87,0
31.3,31.0,80.0,-0.05,-0.64,-0.86,0
31.3,30.0,80.0,-0.06,-0.64,-0.85,0
31.3,30.0,80.0,-0.05,-0.64,-0.85,0
31.3,31.0,80.0,-0.05,-0.64,-0.86,0
31.3,31.0,80.0,-0.05,-0.64,-0.86,0
31.3,31.0,80.0,-0.05,-0.65,-0.86,0
31.3,31.0,80.0,-0.05,-0.64,-0.85,0
31.4,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,30.0,80.0,-0.05,-0.64,-0.86,0
31.8,30.0,80.0,-0.05,-0.64,-0.86,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,30.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,32.0,80.0,-0.05,-0.64,-0.86,0
31.8,32.0,80.0,-0.05,-0.64,-0.86,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,30.0,80.0,-0.05,-0.64,-0.86,0
31.8,32.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,30.0,80.0,-0.05,-0.64,-0.86,0
31.8,32.0,80.0,-0.05,-0.64,-0.85,0
31.8,32.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.08,-0.52,-0.99,0
,31.0,80.0,0.48,-0.06,-1.22,0
,31.0,80.0,-0.05,-0.07,-1.08,1
31.8,31.0,80.0,-0.03,-0.16,-1.07,0
31.8,32.0,80.0,-0.02,-0.14,-1.1,0
32.3,31.0,80.0,-0.03,-0.18,-1.05,1
32.3,31.0,80.0,-0.01,-0.13,-1.08,1
32.3,32.0,80.0,0.03,-0.16,-1.07,1
32.8,31.0,80.0,0.04,-0.21,-1.06,1
32.8,32.0,80.0,0.04,-0.21,-1.06,1
32.8,31.0,80.0,0.04,-0.21,-1.06,1
32.8,30.0,80.0,0.04,-0.21,-1.06,0
31.8,30.0,80.0,0.04,-0.2,-1.06,0
31.8,31.0,80.0,0.07,-0.37,-1.01,0
31.8,31.0,80.0,0.07,-0.37,-1.0,0
31.8,32.0,80.0,0.08,-0.38,-1.01,0
31.8,30.0,80.0,0.1,-0.38,-1.01,0
31.8,31.0,80.0,0.08,-0.38,-1.0,0
31.8,31.0,80.0,0.07,-0.38,-1.0,0
31.8,33.0,80.0,0.07,-0.38,-1.01,0
31.8,30.0,80.0,0.07,-0.38,-1.01,0
31.8,30.0,80.0,0.07,-0.38,-1.0,0
31.8,31.0,80.0,0.08,-0.39,-1.01,0
31.0,32.0,80.0,0.33,-0.17,-1.01,0
31.3,31.0,80.0,0.19,-0.13,-1.05,0
31.3,31.0,80.0,0.17,-0.17,-1.05,0
31.3,31.0,80.0,0.16,-0.17,-1.05,0
31.3,32.0,80.0,0.16,-0.17,-1.05,0
31.3,31.0,80.0,0.16,-0.17,-1.05,0
31.3,31.0,80.0,0.16,-0.17,-1.05,0
31.3,31.0,80.0,0.16,-0.17,-1.05,0
31.3,31.0,80.0,0.16,-0.17,-1.04,0
31.3,30.0,80.0,0.12,-0.27,-1.03,0
31.3,31.0,80.0,0.12,-0.27,-1.03,0
,30.0,80.0,0.12,-0.28,-1.03,0
,31.0,80.0,0.11,-0.29,-1.03,0
,31.0,80.0,0.11,-0.28,-1.03,0
,31.0,80.0,0.11,-0.28,-1.02,0
,31.0,80.0,0.11,-0.28,-1.03,0
,31.0,80.0,0.11,-0.28,-1.03,0
31.8,30.0,80.0,0.23,-0.22,-1.02,0
31.8,31.0,80.0,0.23,-0.21,-1.03,0
31.8,31.0,80.0,0.24,-0.21,-1.03,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,32.0,80.0,0.23,-0.21,-1.03,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,31.0,80.0,0.24,-0.21,-1.03,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,30.0,80.0,0.24,-0.21,-1.02,0
31.8,31.0,80.0,0.24,-0.2,-1.02,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,31.0,80.0,0.24,-0.2,-1.02,0
31.8,31.0,80.0,0.24,-0.2,-1.03,0
31.8,31.0,80.0,0.24,-0.21,-1.02,0
31.8,31.0,80.0,0.24,-0.2,-1.02,0
31.8,31.0,80.0,0.24,-0.19,-1.03,0
31.8,31.0,80.0,-0.37,-0.41,-0.89,0
31.8,31.0,80.0,-0.31,-0.71,-0.7,0
31.8,31.0,80.0,-0.03,-0.39,-1.0,0
31.8,32.0,80.0,-0.02,-0.4,-1.0,0
31.8,31.0,80.0,-0.11,-0.36,-1.02,0
31.8,32.0,80.0,0.05,-0.37,-0.98,0
31.8,30.0,80.0,0.05,-0.36,-1.0,0
31.8,31.0,80.0,0.05,-0.37,-1.0,0
31.8,31.0,80.0,0.05,-0.37,-1.01,0
31.8,31.0,80.0,0.05,-0.37,-1.01,0
31.8,31.0,80.0,0.05,-0.37,-1.01,0
31.8,31.0,80.0,0.05,-0.37,-1.01,0
31.8,32.0,80.0,0.05,-0.37,-1.01,0
31.8,30.0,80.0,0.05,-0.37,-1.01,0
31.8,31.0,80.0,0.06,-0.37,-1.0,0
31.8,30.0,80.0,0.07,-0.37,-0.99,0
31.8,31.0,80.0,0.06,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,30.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,33.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.02,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.05,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.34,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.34,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.06,-0.34,-1.01,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,32.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.07,-0.35,-1.01,0
31.8,30.0,80.0,0.06,-0.35,-1.01,0
31.8,31.0,80.0,0.07,-0.35,-1.01,0
31.8,30.0,80.0,0.07,-0.35,-1.03,0
31.8,32.0,80.0,0.06,-0.35,-1.0,0
31.8,31.0,80.0,0.06,-0.35,-1.02,0
31.8,30.0,80.0,0.05,-0.34,-1.02,0
31.8,32.0,80.0,0.05,-0.34,-1.02,0
31.8,31.0,80.0,0.06,-0.34,-1.01,0
31.8,30.0,80.0,0.06,-0.34,-1.02,0
31.8,31.0,80.0,0.05,-0.34,-1.01,0
31.8,31.0,80.0,0.37,-0.87,-0.39,0
31.8,33.0,80.0,-0.03,-0.57,-0.9,0
31.8,31.0,80.0,-0.06,-0.56,-0.91,0
31.8,31.0,80.0,-0.07,-0.49,-0.97,0
31.8,31.0,80.0,-0.06,-0.51,-0.95,0
31.8,31.0,80.0,-0.06,-0.51,-0.94,0
31.8,31.0,80.0,-0.05,-0.51,-0.94,0
31.8,31.0,80.0,-0.06,-0.51,-0.95,0
,30.0,80.0,-0.07,-0.51,-0.94,0
31.8,31.0,80.0,-0.4,-0.92,-0.11,0
31.8,32.0,80.0,-0.19,-0.98,-0.41,0
,31.0,80.0,-0.05,-0.62,-0.87,0
31.8,30.0,80.0,-0.13,-0.61,-0.89,0
31.8,31.0,80.0,-0.05,-0.68,-0.82,0
31.8,31.0,80.0,-0.05,-0.66,-0.84,0
31.8,30.0,80.0,-0.04,-0.65,-0.84,0
32.3,31.0,80.0,-0.05,-0.65,-0.85,1
32.3,31.0,80.0,-0.04,-0.64,-0.85,1
32.3,31.0,80.0,-0.04,-0.65,-0.85,1
,31.0,80.0,-0.06,-0.63,-0.87,0
,31.0,80.0,-0.05,-0.63,-0.85,0
32.3,31.0,80.0,-0.06,-0.63,-0.86,1
32.3,31.0,80.0,-0.05,-0.63,-0.86,1
32.3,31.0,80.0,-0.05,-0.63,-0.86,1
32.3,32.0,80.0,-0.05,-0.63,-0.86,1
32.3,31.0,80.0,-0.05,-0.63,-0.87,1
32.3,31.0,80.0,-0.05,-0.63,-0.86,1
31.8,31.0,80.0,-0.05,-0.63,-0.86,0
,31.0,80.0,-0.05,-0.64,-0.86,0
,31.0,80.0,-0.05,-0.63,-0.86,0
,31.0,80.0,-0.05,-0.63,-0.87,0
,31.0,80.0,-0.05,-0.63,-0.86,0
,31.0,80.0,-0.05,-0.63,-0.86,0
,31.0,80.0,-0.05,-0.62,-0.86,0
,31.0,80.0,-0.06,-0.62,-0.86,0
,30.0,80.0,0.12,-0.63,-0.69,0
31.8,31.0,80.0,-0.04,-0.64,-0.86,0
,31.0,80.0,-0.04,-0.63,-0.87,0
,31.0,80.0,-0.04,-0.62,-0.87,0
,31.0,80.0,-0.04,-0.62,-0.87,0
31.8,31.0,80.0,-0.02,-0.6,-0.87,0
31.8,31.0,80.0,0.04,-0.66,-0.85,0
31.8,30.0,80.0,0.01,-0.66,-0.84,0
32.3,31.0,80.0,-0.01,-0.66,-0.83,1
32.3,30.0,80.0,-0.0,-0.65,-0.85,1
32.8,31.0,80.0,0.0,-0.66,-0.82,1
,31.0,80.0,-0.03,-0.65,-0.85,0
,31.0,80.0,-0.04,-0.64,-0.85,0
,31.0,80.0,-0.04,-0.64,-0.85,0
32.8,31.0,80.0,-0.04,-0.69,-0.79,1
32.3,31.0,80.0,-0.05,-0.65,-0.85,1
32.4,32.0,80.0,-0.06,-0.64,-0.85,1
32.3,30.0,80.0,-0.06,-0.64,-0.85,1
32.3,31.0,80.0,-0.05,-0.65,-0.87,1
32.3,30.0,80.0,-0.05,-0.64,-0.85,1
32.3,31.0,80.0,-0.05,-0.64,-0.85,1
32.3,30.0,80.0,-0.06,-0.64,-0.84,1
32.3,31.0,80.0,-0.05,-0.64,-0.85,1
32.3,30.0,80.0,-0.05,-0.63,-0.86,1
31.8,32.0,80.0,-0.06,-0.63,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,32.0,80.0,-0.06,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
31.8,32.0,80.0,-0.05,-0.65,-0.87,0
31.8,31.0,80.0,-0.05,-0.64,-0.85,0
,31.0,80.0,-0.05,-0.64,-0.86,0
31.8,32.0,80.0,-0.05,-0.63,-0.85,0
,32.0,80.0,-0.05,-0.62,-0.85,0
,31.0,80.0,-0.05,-0.64,-0.86,0
,36.0,80.0,-0.07,-0.63,-0.82,0
,32.0,80.0,-0.05,-0.63,-0.88,0
,32.0,80.0,-0.05,-0.62,-0.86,0
,31.0,80.0,-0.05,-0.63,-0.86,0
,31.0,80.0,-0.05,-0.62,-0.86,0
,31.0,80.0,-0.05,-0.62,-0.86,0
,31.0,80.0,-0.18,-0.54,-0.88,0
,30.0,80.0,-0.09,-0.57,-0.91,0
,31.0,80.0,-0.09,-0.57,-0.9,0
,31.0,80.0,-0.09,-0.57,-0.92,0
,30.0,80.0,-0.09,-0.56,-0.9,0
,31.0,80.0,-0.09,-0.58,-0.92,0
,30.0,80.0,-0.08,-0.56,-0.91,0
,33.0,80.0,-0.08,-0.56,-0.9,0
,32.0,80.0,-0.09,-0.57,-0.9,0
,31.0,80.0,-0.09,-0.57,-0.91,0
,30.0,80.0,-0.09,-0.56,-0.9,0
,32.0,80.0,-0.08,-0.56,-0.91,0
,32.0,80.0,-0.07,-0.62,-0.87,0
,31.0,80.0,-0.04,-0.67,-0.83,0
,31.0,80.0,-0.09,-0.48,-0.96,0
,31.0,80.0,-0.07,-0.5,-0.96,0
,31.0,80.0,-0.07,-0.5,-0.96,0
,31.0,80.0,-0.08,-0.5,-0.94,0
,31.0,80.0,-0.07,-0.51,-0.95,0
,30.0,80.0,-0.05,-0.65,-0.83,0
,31.0,80.0,-0.06,-0.64,-0.85,0
,32.0,80.0,0.05,-0.57,0.19,0
,31.0,80.0,-0.06,-0.72,-0.78,0
,31.0,80.0,-0.05,-0.68,-0.83,0
,32.0,80.0,-0.22,-0.48,0.14,0
,31.0,80.0,-0.05,-0.65,-0.78,0
,31.0,80.0,0.25,-0.86,-0.82,0
-3.0,31.0,80.0,0.42,-0.76,-0.51,0
31.8,31.0,80.0,0.3,-0.83,-0.54,0
31.8,31.0,80.0,0.27,-0.83,-0.55,0
31.9,31.0,80.0,0.28,-0.83,-0.55,0
31.8,31.0,80.0,0.27,-0.83,-0.56,0
31.8,31.0,80.0,0.27,-0.83,-0.55,0
31.8,31.0,80.0,0.26,-0.83,-0.55,0
31.8,31.0,80.0,0.27,-0.83,-0.56,0
31.8,31.0,80.0,0.26,-0.83,-0.56,0
31.8,31.0,80.0,0.27,-0.85,-0.55,0
31.8,31.0,80.0,0.26,-0.84,-0.56,0
31.8,31.0,80.0,0.25,-0.84,-0.55,0
31.8,31.0,80.0,0.26,-0.83,-0.57,0
31.8,31.0,80.0,0.26,-0.83,-0.56,0
31.8,31.0,80.0,0.26,-0.83,-0.55,0
31.8,31.0,80.0,0.25,-0.85,-0.56,0
31.8,31.0,80.0,0.26,-0.83,-0.56,0
31.8,31.0,80.0,0.25,-0.83,-0.55,0
31.8,31.0,80.0,0.26,-0.85,-0.56,0
31.8,31.0,80.0,0.25,-0.83,-0.56,0
31.8,31.0,80.0,0.25,-0.83,-0.55,0
31.8,31.0,80.0,0.26,-0.85,-0.57,0
31.8,31.0,80.0,0.25,-0.85,-0.56,0
31.8,31.0,80.0,0.26,-0.83,-0.56,0
31.8,30.0,80.0,0.24,-0.85,-0.56,0
,32.0,80.0,0.25,-0.83,-0.56,0
,31.0,80.0,0.25,-0.83,-0.57,0
,31.0,80.0,0.24,-0.83,-0.57,0
,31.0,80.0,0.23,-0.83,-0.57,0
,31.0,80.0,0.25,-0.82,-0.57,0
,31.0,80.0,0.24,-0.83,-0.57,0
,30.0,80.0,0.25,-0.83,-0.57,0
,31.0,80.0,0.22,-0.83,-0.59,0
,31.0,80.0,0.24,-0.83,-0.57,0
,31.0,80.0,0.23,-0.83,-0.58,0
,31.0,80.0,0.22,-0.83,-0.58,0
,31.0,80.0,0.23,-0.84,-0.58,0
,30.0,80.0,0.22,-0.83,-0.58,0
,32.0,80.0,0.23,-0.84,-0.57,0
,32.0,80.0,0.22,-0.83,-0.58,0
,31.0,80.0,0.22,-0.84,-0.58,0
,30.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.22,-0.83,-0.57,0
,33.0,80.0,0.22,-0.83,-0.57,0
,33.0,80.0,0.23,-0.84,-0.58,0
,31.0,80.0,0.23,-0.84,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.57,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,32.0,80.0,0.25,-0.83,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,32.0,80.0,0.25,-0.83,-0.57,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,33.0,80.0,0.24,-0.83,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,33.0,80.0,0.25,-0.83,-0.58,0
31.8,30.0,80.0,0.25,-0.82,-0.57,0
31.8,31.0,80.0,0.24,-0.82,-0.58,0
31.8,30.0,80.0,0.26,-0.84,-0.58,0
31.8,32.0,80.0,0.25,-0.83,-0.59,0
31.8,31.0,80.0,0.26,-0.82,-0.58,0
31.8,32.0,80.0,0.25,-0.82,-0.59,0
31.8,31.0,80.0,0.25,-0.82,-0.58,0
31.8,32.0,80.0,0.24,-0.82,-0.58,0
31.8,30.0,80.0,0.25,-0.83,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.59,0
31.8,32.0,80.0,0.25,-0.83,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,32.0,80.0,0.25,-0.82,-0.58,0
31.8,30.0,80.0,0.25,-0.82,-0.58,0
31.8,31.0,80.0,0.25,-0.83,-0.58,0
31.8,32.0,80.0,0.24,-0.83,-0.58,0
,30.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.23,-0.83,-0.59,0
,32.0,80.0,0.22,-0.82,-0.59,0
,31.0,80.0,0.23,-0.83,-0.59,0
,31.0,80.0,0.23,-0.83,-0.59,0
,30.0,80.0,0.23,-0.83,-0.58,0
,32.0,80.0,0.23,-0.83,-0.59,0
,32.0,80.0,0.23,-0.83,-0.59,0
,31.0,80.0,0.23,-0.83,-0.59,0
,31.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.23,-0.82,-0.58,0
,30.0,80.0,0.23,-0.83,-0.59,0
,30.0,80.0,0.23,-0.83,-0.58,0
,31.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.23,-0.83,-0.58,0
,30.0,80.0,0.23,-0.83,-0.58,0
,31.0,80.0,0.23,-0.83,-0.58,0
,31.0,80.0,0.23,-0.83,-0.58,0
,32.0,80.0,0.23,-0.82,-0.59,0
,32.0,80.0,0.23,-0.83,-0.59,0
,32.0,80.0,0.22,-0.82,-0.59,0
,33.0,80.0,0.22,-0.83,-0.59,0
,34.0,80.0,0.24,-0.82,-0.58,0
31.8,31.0,80.0,0.22,-0.83,-0.58,0
31.8,33.0,80.0,0.22,-0.83,-0.57,0
31.8,31.0,80.0,0.22,-0.83,-0.59,0
31.8,32.0,80.0,0.2,-0.83,-0.58,0
31.8,31.0,80.0,0.2,-0.83,-0.57,0
31.8,32.0,80.0,0.23,-0.84,-0.58,0
31.8,30.0,80.0,0.21,-0.83,-0.58,0
31.8,32.0,80.0,0.21,-0.85,-0.58,0
31.8,30.0,80.0,0.2,-0.85,-0.58,0
,30.0,80.0,0.27,-0.86,-0.48,0
31.8,32.0,80.0,0.23,-0.84,-0.57,0
31.8,31.0,80.0,0.22,-0.85,-0.58,0
31.8,31.0,80.0,0.22,-0.83,-0.56,0
31.8,33.0,80.0,0.21,-0.84,-0.57,0
31.8,30.0,80.0,0.22,-0.84,-0.58,0
31.8,31.0,80.0,0.22,-0.83,-0.57,0
31.8,32.0,80.0,0.22,-0.85,-0.58,0
31.8,30.0,80.0,0.22,-0.84,-0.58,0
31.8,31.0,80.0,0.22,-0.84,-0.58,0
31.8,31.0,80.0,0.21,-0.85,-0.57,0
31.8,32.0,80.0,0.23,-0.83,-0.57,0
31.8,30.0,80.0,0.21,-0.85,-0.57,0
31.8,31.0,80.0,0.21,-0.83,-0.57,0
31.8,32.0,80.0,0.22,-0.84,-0.58,0
31.8,31.0,80.0,0.21,-0.85,-0.58,0
31.8,30.0,80.0,0.22,-0.83,-0.57,0
31.8,31.0,80.0,0.21,-0.85,-0.57,0
31.8,31.0,80.0,0.23,-0.84,-0.57,0
31.6,32.0,80.0,0.21,-0.85,-0.57,0
31.4,33.0,80.0,0.21,-0.84,-0.57,0
31.3,31.0,80.0,0.21,-0.85,-0.57,0
31.3,30.0,80.0,0.22,-0.83,-0.56,0
31.3,30.0,80.0,0.22,-0.84,-0.57,0
31.3,30.0,80.0,0.22,-0.84,-0.57,0
31.3,30.0,80.0,0.22,-0.85,-0.58,0
31.3,31.0,80.0,0.21,-0.84,-0.57,0
31.3,31.0,80.0,0.2,-0.84,-0.57,0
31.3,31.0,80.0,0.2,-0.84,-0.57,0
31.3,33.0,80.0,0.23,-0.83,-0.57,0
31.3,31.0,80.0,0.23,-0.85,-0.58,0
31.3,30.0,80.0,0.22,-0.84,-0.58,0
31.3,31.0,80.0,0.21,-0.85,-0.58,0
31.3,31.0,80.0,0.21,-0.85,-0.58,0
